H;07536553000102    ;20230315;20230315
V;07536553000102    ;07954091000496    ;7896370105642     ;503000         ;H;20230315
V;07536553000102    ;07954091000496    ;8713184136893     ;3380000        ;H;20230315
V;07536553000102    ;07954091000496    ;8713184137036     ;5656000        ;H;20230315
V;07536553000102    ;07954091000496    ;8713184127938     ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;7896370106632     ;521000         ;H;20230315
V;07536553000102    ;07954091000496    ;7896370105048     ;3469000        ;H;20230315
V;07536553000102    ;07954091000496    ;7896370107493     ;12000          ;H;20230315
V;07536553000102    ;07954091000496    ;7896370104096     ;94000          ;H;20230315
V;07536553000102    ;07954091000496    ;7896370104812     ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;8713184186348     ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;8713184174505     ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;7896185971173     ;1548000        ;H;20230315
V;07536553000102    ;07954091000496    ;7896185961464     ;72000          ;H;20230315
V;07536553000102    ;07954091000496    ;7896185906656     ;2000           ;H;20230315
V;07536553000102    ;07954091000496    ;8713184040053     ;955000         ;H;20230315
V;07536553000102    ;07954091000496    ;7896185911407     ;2530000        ;H;20230315
V;07536553000102    ;07954091000496    ;7896185980045     ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;7896185913302     ;1133000        ;H;20230315
V;07536553000102    ;07954091000496    ;7896370104133     ;13078000       ;H;20230315
V;07536553000102    ;07954091000496    ;7896370105314     ;101000         ;H;20230315
V;07536553000102    ;07954091000496    ;662858020779      ;1272000        ;H;20230315
V;07536553000102    ;07954091000496    ;8713184103291     ;1614000        ;H;20230315
V;07536553000102    ;07954091000496    ;8713184143037     ;8000           ;H;20230315
V;07536553000102    ;07954091000496    ;7896370105635     ;620000         ;H;20230315
V;07536553000102    ;07954091000496    ;8713184101051     ;86000          ;H;20230315
V;07536553000102    ;07954091000496    ;7896185972415     ;175000         ;H;20230315
V;07536553000102    ;07954091000496    ;17896185902532    ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;662858207521      ;2623000        ;H;20230315
V;07536553000102    ;07954091000496    ;8713184225061     ;28000          ;H;20230315
V;07536553000102    ;07954091000496    ;7896370104348     ;254000         ;H;20230315
V;07536553000102    ;07954091000496    ;7896370104744     ;0              ;H;20230315
V;07536553000102    ;07954091000496    ;7896370105604     ;122000         ;H;20230315
